order_id,customer_id,order_value,order_date
1899,277,473.84,2024-12-01
1900,492,339.47,2024-01-13
1901,83,234.5,2024-02-13
1902,2150,192.26,2024-08-23
1903,1250,80.22,2024-06-23
1904,468,499.41,2024-09-06
1905,2847,332.33,2024-02-24
1906,1165,145.51,2024-06-09
1907,998,46.48,2024-09-28
1908,2380,379.42,2024-02-17
1909,953,428.99,2024-10-17
1910,1293,219.62,2024-02-20
1911,1368,478.48,2024-11-29
1912,1000,170.96,2024-04-14
1913,2930,380.47,2024-12-12
1914,94,138.86,2024-08-29
1915,923,174.61,2024-12-28
1916,1910,306.64,2024-12-15
1917,1212,27.97,2024-10-17
1918,2554,113.3,2024-12-16
1919,2630,96.41,2024-01-12
1920,2959,170.71,2024-04-13
1921,2360,390.96,2024-02-04
1922,1880,454.72,2024-08-13
1923,1805,16.21,2024-06-15
1924,1159,136.05,2024-05-07
1925,1126,22.44,2024-12-17
1926,358,432.01,2024-07-22
1927,142,107.38,2024-10-10
1928,1795,387.64,2024-07-29
1929,2879,26.32,2024-01-11
1930,2219,205.21,2024-10-10
1931,2060,185.73,2024-08-19
1932,1079,171.37,2024-01-20
1933,502,289.39,2024-08-30
1934,981,201.74,2024-11-09
1935,1979,207.58,2024-10-22
1936,886,102.71,2024-09-19
1937,2964,213.11,2024-12-07
1938,2940,373.13,2024-09-12
1939,603,168.31,2024-03-16
1940,325,429.97,2024-12-14
1941,1965,91.4,2024-02-04
1942,1723,424.85,2024-04-16
1943,2545,311.73,2024-05-29
1944,316,217.65,2024-09-30
1945,1725,27.27,2024-03-26
1946,1834,72.02,2024-03-23
1947,172,212.99,2024-02-03
1948,1414,440.18,2024-11-25
1949,581,478.85,2024-03-23
1950,1302,465.54,2024-04-11
1951,1345,144.3,2024-01-09
1952,84,135.7,2024-11-02
1953,2136,372.36,2024-01-28
1954,1172,470.87,2024-08-09
1955,2814,75.34,2024-10-07
1956,1839,195.02,2024-07-28
1957,944,419.84,2024-01-26
1958,733,251.07,2024-05-26
1959,2794,422.76,2024-08-06
1960,2584,67.21,2024-12-21
1961,1787,390.74,2024-03-08
1962,2376,200.91,2024-10-31
1963,98,349.6,2024-01-26
1964,214,153.64,2024-10-27
1965,807,349.03,2024-11-18
1966,311,354.03,2024-04-26
1967,1761,215.48,2024-04-09
1968,1396,484.9,2024-05-14
1969,1502,10.24,2024-09-22
1970,2231,340.36,2024-07-14
1971,2246,455.27,2024-05-29
1972,1983,430.17,2024-09-10
1973,1357,286.71,2024-11-04
1974,2458,448.92,2024-01-29
1975,2769,62.89,2024-05-06
1976,357,276.31,2024-07-09
1977,856,490.84,2024-07-07
1978,1199,495.86,2024-11-07
1979,2702,342.79,2024-04-30
1980,643,92.15,2024-08-23
1981,965,65.33,2024-11-08
1982,639,462.0,2024-02-06
1983,2809,441.52,2024-09-25
1984,1422,164.55,2024-08-12
1985,2312,466.47,2024-02-16
1986,1515,73.96,2024-11-26
1987,2777,154.3,2024-07-10
1988,527,325.62,2024-12-18
1989,2789,93.63,2024-03-31
1990,365,494.64,2024-12-24
1991,9,119.06,2024-05-25
1992,113,130.21,2024-04-27
1993,2523,242.55,2024-06-21
1994,479,391.46,2024-08-24
1995,1202,69.04,2024-08-20
1996,848,337.05,2024-01-24
1997,2530,58.69,2024-03-26
1998,1670,56.41,2024-02-28
1999,2476,30.28,2024-09-11
2000,2233,276.86,2024-09-15
2001,1841,223.62,2024-03-07
2002,716,160.6,2024-01-14
2003,581,268.28,2024-04-05
2004,376,255.91,2024-09-28
2005,2727,242.2,2024-08-04
2006,2978,94.5,2024-07-15
2007,446,449.51,2024-07-08
2008,1036,313.81,2024-07-05
2009,1221,72.37,2024-12-16
2010,2614,135.18,2024-05-28
2011,872,384.65,2024-11-12
2012,485,390.44,2024-02-20
2013,2384,365.61,2024-07-19
2014,1353,397.33,2024-03-25
2015,2785,303.12,2024-07-19
2016,677,151.5,2024-01-10
2017,1537,185.25,2024-09-24
2018,1711,259.72,2024-07-30
2019,1161,130.55,2024-09-11
2020,2322,428.12,2024-12-18
2021,1382,376.01,2024-07-10
2022,1708,490.2,2024-07-17
2023,231,213.48,2024-09-13
2024,2279,436.68,2024-01-14
2025,2758,391.77,2024-06-21
2026,2563,417.65,2024-07-18
2027,2032,347.19,2024-12-02
2028,112,181.03,2024-03-02
2029,933,129.52,2024-02-14
2030,1812,143.43,2024-11-30
2031,1373,287.82,2024-08-31
2032,1060,441.03,2024-06-04
2033,1232,230.05,2024-09-20
2034,4,303.44,2024-10-06
2035,1144,369.56,2024-01-07
2036,2157,429.08,2024-01-28
2037,1553,327.76,2024-03-30
2038,1763,318.36,2024-07-27
2039,1721,493.92,2024-07-09
2040,739,432.58,2024-08-17
2041,2097,369.37,2024-01-06
2042,1133,417.65,2024-09-23
2043,2528,499.95,2024-02-07
2044,1717,257.8,2024-02-01
2045,522,355.71,2024-10-08
2046,2973,408.57,2024-08-10
2047,2424,227.65,2024-10-14
2048,1147,477.92,2024-06-11
2049,2636,197.29,2024-05-09
2050,635,129.11,2024-06-09
2051,649,341.77,2024-01-07
2052,1173,49.57,2024-07-31
2053,1025,72.05,2024-03-29
2054,723,485.54,2024-03-20
2055,367,148.01,2024-12-02
2056,2194,26.24,2024-12-18
2057,2661,242.58,2024-12-24
2058,1931,435.0,2024-09-21
2059,2885,173.32,2024-11-18
2060,2280,215.47,2024-06-24
2061,619,86.86,2024-06-11
2062,2517,179.59,2024-11-13
2063,212,483.05,2024-11-21
2064,265,439.83,2024-07-29
2065,1282,372.53,2024-09-04
2066,625,395.25,2024-03-18
2067,1668,337.98,2024-09-15
2068,1804,67.8,2024-01-06
2069,1235,67.55,2024-03-26
2070,1017,273.22,2024-11-04
2071,1107,301.77,2024-05-11
2072,762,486.19,2024-01-10
2073,349,231.08,2024-08-11
2074,2343,459.56,2024-02-18
2075,2236,495.26,2024-01-13
2076,2875,423.81,2024-12-04
2077,896,205.5,2024-12-31
2078,2950,379.18,2024-06-19
2079,1952,277.28,2024-09-02
2080,331,107.42,2024-12-23
2081,2089,73.55,2024-06-24
2082,2004,44.34,2024-08-05
2083,1624,169.95,2024-06-06
2084,2804,347.49,2024-10-25
2085,923,457.79,2024-06-07
2086,1519,167.01,2024-11-02
2087,1333,270.2,2024-10-20
2088,1018,239.72,2024-05-26
2089,2287,63.29,2024-05-30
2090,2647,382.54,2024-06-22
2091,2710,264.49,2024-10-23
2092,5,459.48,2024-07-20
2093,2366,419.37,2024-03-19
2094,671,146.35,2024-09-25
2095,47,163.18,2024-12-01
2096,1317,273.12,2024-04-11
2097,1050,71.32,2024-04-18
2098,1239,133.05,2024-02-13
2099,299,412.34,2024-01-15
2100,61,84.97,2024-01-04
2101,2432,277.66,2024-09-04
2102,1861,203.04,2024-08-23
2103,1663,108.46,2024-02-21
2104,1945,485.19,2024-07-20
2105,1825,414.31,2024-12-25
2106,756,140.67,2024-02-15
2107,576,394.79,2024-02-28
2108,2225,13.14,2024-06-22
2109,93,146.01,2024-02-01
2110,1532,62.92,2024-05-28
2111,1551,217.8,2024-10-11
2112,2324,322.58,2024-04-30
2113,534,93.94,2024-09-19
2114,1802,127.15,2024-02-11
2115,1992,202.42,2024-09-11
2116,2231,319.08,2024-11-25
2117,864,162.26,2024-06-26
2118,412,304.74,2024-03-26
2119,1673,181.13,2024-01-17
2120,1055,136.35,2024-08-25
2121,2263,428.97,2024-05-12
2122,2400,197.66,2024-07-27
2123,1866,460.0,2024-12-19
2124,1763,159.73,2024-07-14
2125,1209,276.01,2024-03-12
2126,927,36.26,2024-01-26
2127,1611,343.33,2024-03-29
2128,232,399.78,2024-08-22
2129,1098,485.99,2024-02-08
2130,253,419.94,2024-11-18
2131,2953,163.13,2024-02-13
2132,434,282.74,2024-12-25
2133,1957,300.02,2024-03-04
2134,2789,37.83,2024-07-02
2135,1223,45.6,2024-03-26
2136,2772,169.65,2024-10-10
2137,84,374.77,2024-03-23
2138,712,149.91,2024-09-15
2139,1681,438.32,2024-09-10
2140,217,326.05,2024-10-09
2141,1261,239.39,2024-07-07
2142,2559,274.87,2024-11-26
2143,2306,172.4,2024-05-13
2144,2277,487.22,2024-10-30
2145,298,96.22,2024-08-10
2146,2666,431.59,2024-02-25
2147,505,342.29,2024-01-29
2148,651,358.67,2024-07-18
2149,1748,419.55,2024-11-26
2150,1663,76.75,2024-04-29
2151,1785,350.63,2024-10-13
2152,2488,390.37,2024-11-16
2153,1609,492.46,2024-03-11
2154,2221,376.3,2024-11-25
2155,941,476.36,2024-05-16
2156,2717,426.37,2024-03-03
2157,162,439.08,2024-03-17
2158,2042,459.29,2024-10-09
2159,607,270.27,2024-01-18
2160,858,358.4,2024-06-14
2161,1913,70.74,2024-05-27
2162,1772,184.66,2024-07-04
2163,20,440.91,2024-03-16
2164,2630,489.06,2024-01-28
2165,402,64.72,2024-02-13
2166,712,297.2,2024-11-16
2167,1468,369.95,2024-05-16
2168,1719,262.88,2024-12-27
2169,2356,124.15,2024-04-22
2170,1561,30.44,2024-06-09
2171,1514,476.23,2024-09-01
2172,1369,126.05,2024-04-15
2173,1350,156.56,2024-01-09
2174,2597,324.96,2024-08-01
2175,1955,220.03,2024-11-13
2176,2231,217.5,2024-11-20
2177,868,50.48,2024-04-27
2178,1792,496.02,2024-07-24
2179,24,149.36,2024-07-22
2180,2854,63.91,2024-01-29
2181,2284,343.97,2024-07-26
2182,2898,378.58,2024-10-30
2183,1801,22.42,2024-03-13
2184,2551,141.93,2024-11-02
2185,255,105.24,2024-10-14
2186,377,396.49,2024-12-05
2187,1133,100.04,2024-04-26
2188,1843,125.26,2024-08-30
2189,1342,493.55,2024-08-21
2190,2815,354.03,2024-07-26
2191,422,199.95,2024-05-26
2192,131,379.39,2024-11-27
2193,944,238.57,2024-03-21
2194,1449,114.21,2024-04-07
2195,219,249.11,2024-10-23
2196,1609,388.29,2024-08-29
2197,197,97.39,2024-10-16
2198,2643,247.91,2024-01-21
2199,1885,68.47,2024-06-18
2200,2831,422.91,2024-04-14
2201,618,411.21,2024-03-07
2202,1636,339.99,2024-04-09
2203,2744,460.81,2024-08-24
2204,844,205.98,2024-09-08
2205,1102,74.67,2024-03-23
2206,1679,488.06,2024-01-21
2207,1395,261.41,2024-07-22
2208,1119,243.0,2024-06-23
2209,2437,41.22,2024-06-04
2210,1836,289.48,2024-07-09
2211,2563,325.92,2024-11-06
2212,47,241.86,2024-01-12
2213,1182,456.1,2024-10-12
2214,751,373.76,2024-09-24
2215,2319,28.92,2024-08-18
2216,2470,275.86,2024-06-15
2217,1052,496.9,2024-09-30
2218,1201,107.88,2024-09-05
2219,2135,312.42,2024-10-06
2220,687,144.01,2024-05-19
2221,2767,192.03,2024-12-03
2222,1611,26.48,2024-05-13
2223,2910,347.08,2024-09-20
2224,758,385.21,2024-02-26
2225,54,388.73,2024-10-31
2226,2131,485.57,2024-05-22
2227,2592,420.56,2024-08-23
2228,2433,111.73,2024-01-07
2229,1936,122.97,2024-08-08
2230,2571,386.32,2024-02-27
2231,2271,390.68,2024-11-04
2232,1889,70.29,2024-07-23
2233,2334,13.25,2024-08-11
2234,2022,206.68,2024-05-19
2235,1604,350.39,2024-04-21
2236,2872,434.67,2024-01-25
2237,444,91.01,2024-05-26
2238,2137,409.49,2024-10-24
2239,1553,345.38,2024-09-03
2240,2815,91.32,2024-03-20
2241,1182,437.91,2024-01-12
2242,269,467.16,2024-07-06
2243,908,140.25,2024-02-05
2244,1056,82.86,2024-05-31
2245,2135,484.14,2024-10-15
2246,2141,21.21,2024-05-11
2247,2850,474.72,2024-02-25
2248,595,115.95,2024-04-27
2249,1540,224.68,2024-09-20
2250,154,161.09,2024-07-07
2251,1618,85.32,2024-01-08
2252,2944,182.71,2024-05-14
2253,2938,274.23,2024-12-25
2254,418,55.98,2024-02-04
2255,253,406.5,2024-03-19
2256,2816,402.19,2024-05-25
2257,2207,400.77,2024-09-23
2258,312,346.36,2024-08-09
2259,1598,233.08,2024-03-27
2260,2847,418.52,2024-09-11
2261,581,427.41,2024-04-07
2262,435,149.87,2024-09-28
2263,1006,245.67,2024-01-06
2264,265,109.45,2024-08-20
2265,1032,135.34,2024-01-15
2266,1018,127.09,2024-11-24
2267,2155,415.2,2024-01-29
2268,2980,132.9,2024-07-10
2269,739,277.69,2024-08-21
2270,1093,317.84,2024-03-06
2271,440,374.89,2024-04-06
2272,1838,24.21,2024-08-17
2273,842,243.12,2024-08-02
2274,895,153.38,2024-04-29
2275,651,418.65,2024-05-20
2276,2568,28.01,2024-03-11
2277,1092,111.43,2024-11-08
2278,2037,164.72,2024-06-27
2279,146,48.14,2024-07-31
2280,384,203.75,2024-01-28
2281,2516,374.45,2024-12-15
2282,2810,114.03,2024-05-30
2283,890,379.69,2024-05-04
2284,2563,269.22,2024-12-06
2285,1423,178.91,2024-09-13
2286,1980,190.71,2024-12-17
2287,1664,66.99,2024-12-09
2288,120,132.39,2024-07-17
2289,2798,368.3,2024-06-11
2290,55,432.75,2024-10-18
2291,1094,140.14,2024-01-14
2292,1913,298.45,2024-07-02
2293,1518,27.02,2024-03-02
2294,356,47.93,2024-04-12
2295,1492,482.54,2024-12-08
2296,1312,449.29,2024-05-21
2297,774,49.83,2024-07-08
2298,912,412.94,2024-04-27
2299,1009,60.23,2024-08-04
2300,1746,415.97,2024-01-22
2301,1261,457.62,2024-04-22
2302,2266,85.01,2024-04-10
2303,724,82.14,2024-01-29
2304,2029,464.02,2024-03-15
2305,1294,157.7,2024-12-15
2306,1682,241.6,2024-07-05
2307,264,159.18,2024-12-07
2308,344,377.17,2024-01-15
2309,1501,113.43,2024-05-28
2310,2875,252.12,2024-04-20
2311,521,426.73,2024-03-29
2312,1066,471.9,2024-09-03
2313,1838,182.84,2024-11-28
2314,1915,65.85,2024-03-11
2315,432,406.75,2024-04-22
2316,1820,64.27,2024-11-12
2317,2378,391.85,2024-02-16
2318,276,347.6,2024-10-08
2319,1446,293.0,2024-03-09
2320,2985,470.35,2024-08-30
2321,727,167.97,2024-07-01
2322,1904,55.73,2024-11-20
2323,1916,490.99,2024-12-07
2324,2795,226.16,2024-03-12
2325,1172,222.36,2024-06-10
2326,1943,53.87,2024-09-07
2327,2181,374.34,2024-07-09
2328,700,362.86,2024-05-05
2329,987,81.2,2024-06-26
2330,585,124.57,2024-08-28
2331,2859,18.04,2024-09-29
2332,2153,445.97,2024-04-30
2333,292,129.82,2024-03-21
2334,2280,464.25,2024-11-30
2335,1125,289.87,2024-10-21
2336,2307,218.45,2024-04-10
2337,1316,13.84,2024-06-07
2338,112,55.21,2024-02-27
2339,1069,87.76,2024-01-25
2340,1507,61.79,2024-10-01
2341,2273,135.54,2024-02-23
2342,1946,85.75,2024-07-17
2343,2952,335.28,2024-01-02
2344,918,155.55,2024-11-30
2345,2629,361.96,2024-01-22
2346,2784,76.39,2024-06-14
2347,561,112.46,2024-04-26
2348,1645,395.85,2024-09-19
2349,1003,320.7,2024-12-26
2350,887,57.26,2024-12-08
2351,1694,480.11,2024-03-06
2352,1263,383.64,2024-10-15
2353,2428,280.8,2024-12-03
2354,457,178.03,2024-04-30
2355,1540,56.03,2024-12-29
2356,1228,185.52,2024-05-14
2357,84,168.28,2024-11-10
2358,1937,48.4,2024-08-03
2359,2407,394.04,2024-09-23
2360,1397,213.51,2024-05-19
2361,1598,445.86,2024-05-25
2362,58,87.4,2024-04-30
2363,2732,165.61,2024-09-13
2364,1850,146.73,2024-10-09
2365,437,433.93,2024-09-03
2366,1014,258.79,2024-03-13
2367,2922,79.49,2024-11-27
2368,2812,185.15,2024-11-15
2369,2888,472.16,2024-02-18
2370,2697,280.23,2024-07-26
2371,1774,28.0,2024-09-06
2372,2566,38.34,2024-06-11
2373,2835,125.48,2024-06-17
2374,2134,314.45,2024-02-04
2375,2927,130.18,2024-03-20
2376,1600,426.56,2024-10-30
2377,980,318.42,2024-06-18
2378,2715,157.36,2024-08-27
2379,1560,203.03,2024-12-01
2380,264,193.88,2024-09-18
2381,2371,163.95,2024-12-21
2382,11,318.64,2024-12-16
2383,1921,108.82,2024-04-20
2384,263,153.13,2024-04-01
2385,908,51.77,2024-10-17
2386,1855,194.26,2024-09-29
2387,2888,41.55,2024-06-23
2388,454,18.77,2024-10-12
2389,1255,326.53,2024-08-31
2390,2328,89.6,2024-01-09
2391,550,27.25,2024-10-05
2392,199,43.48,2024-02-14
2393,1802,107.61,2024-03-05
2394,2718,363.23,2024-05-19
2395,1880,15.81,2024-12-02
2396,286,365.99,2024-06-22
2397,1152,302.56,2024-06-09
2398,1231,261.82,2024-05-07
2399,2933,455.55,2024-10-04
2400,258,416.5,2024-01-10
2401,776,215.2,2024-12-11
2402,2705,13.28,2024-08-04
2403,511,358.18,2024-05-18
2404,560,33.39,2024-08-22
2405,2112,146.25,2024-11-02
2406,701,251.59,2024-01-28
2407,141,58.68,2024-10-09
2408,978,342.84,2024-09-03
2409,1941,167.47,2024-05-29
2410,740,187.21,2024-06-01
2411,2155,327.68,2024-10-01
2412,1666,205.14,2024-09-19
2413,1876,120.04,2024-09-05
2414,213,96.61,2024-05-16
2415,1677,364.78,2024-04-27
2416,388,377.79,2024-07-16
2417,2306,105.89,2024-11-13
2418,833,166.31,2024-11-12
2419,798,478.74,2024-06-22
2420,2934,492.27,2024-09-01
2421,38,296.8,2024-12-07
2422,2964,380.9,2024-01-09
2423,1049,376.64,2024-01-22
2424,2941,203.83,2024-11-04
2425,851,33.73,2024-10-03
2426,1162,372.94,2024-09-11
2427,1961,76.53,2024-03-25
2428,61,152.34,2024-02-22
2429,111,164.62,2024-03-02
2430,258,181.06,2024-07-04
2431,1873,238.18,2024-03-01
2432,135,255.79,2024-06-11
2433,2108,246.93,2024-12-08
2434,2237,89.8,2024-03-22
2435,2384,327.91,2024-02-28
2436,2673,397.21,2024-12-08
2437,2043,236.25,2024-09-13
2438,2774,420.78,2024-06-20
2439,86,227.69,2024-02-27
2440,2715,288.48,2024-07-30
2441,2128,44.08,2024-06-30
2442,2620,81.95,2024-07-26
2443,1845,385.99,2024-10-07
2444,1572,132.1,2024-01-07
2445,2851,55.95,2024-12-01
2446,801,288.44,2024-04-27
2447,1861,56.25,2024-02-04
2448,1491,345.2,2024-04-04
2449,2923,347.7,2024-01-01
2450,2223,232.0,2024-08-28
2451,866,346.03,2024-08-06
2452,2912,401.69,2024-10-19
2453,1625,106.86,2024-04-22
2454,1083,328.27,2024-05-12
2455,1597,349.25,2024-01-29
2456,406,105.28,2024-05-30
2457,2535,366.17,2024-08-10
2458,2802,362.58,2024-03-18
2459,283,87.05,2024-05-04
2460,737,165.54,2024-11-26
2461,456,471.16,2024-11-16
2462,222,44.86,2024-06-20
2463,2928,122.18,2024-07-02
2464,1551,293.61,2024-01-20
2465,1956,484.66,2024-11-17
2466,716,136.0,2024-02-02
2467,1065,410.22,2024-10-27
2468,2731,190.0,2024-06-21
2469,780,182.72,2024-07-27
2470,708,498.07,2024-07-16
2471,2298,410.44,2024-09-24
2472,2755,131.78,2024-07-25
2473,1254,100.97,2024-11-07
2474,1632,51.2,2024-11-18
2475,1754,246.52,2024-12-06
2476,2052,173.91,2024-08-14
2477,449,196.6,2024-12-29
2478,2935,221.39,2024-02-12
2479,511,495.61,2024-03-31
2480,2946,11.41,2024-01-17
2481,46,218.77,2024-08-15
2482,331,41.84,2024-08-10
2483,2174,339.78,2024-04-16
2484,1161,34.71,2024-06-24
2485,1672,385.75,2024-08-08
2486,1895,435.21,2024-12-05
2487,1855,485.69,2024-10-20
2488,1167,69.23,2024-10-31
2489,585,489.66,2024-04-08
2490,1450,212.04,2024-08-18
2491,2398,319.96,2024-11-16
2492,278,10.02,2024-12-29
2493,2378,191.43,2024-11-01
2494,1733,182.92,2024-01-13
2495,1474,256.86,2024-12-12
2496,478,74.97,2024-05-10
2497,1600,348.19,2024-07-30
2498,510,301.89,2024-01-28
2499,757,114.12,2024-11-21
2500,2971,491.98,2024-10-28
2501,1839,12.74,2024-05-16
2502,1371,174.6,2024-10-27
2503,31,138.25,2024-06-09
2504,1999,284.42,2024-01-04
2505,1401,445.32,2024-02-21
2506,1062,332.31,2024-06-14
2507,551,33.32,2024-11-16
2508,676,433.07,2024-10-28
2509,356,139.89,2024-06-08
2510,267,64.06,2024-12-27
2511,290,221.95,2024-06-25
2512,1044,450.37,2024-01-19
2513,2111,26.95,2024-03-21
2514,1837,316.57,2024-06-28
2515,1516,172.92,2024-07-08
2516,2218,315.06,2024-02-10
2517,13,140.51,2024-11-27
2518,2697,483.88,2024-05-27
2519,389,65.78,2024-01-22
2520,1958,87.42,2024-08-24
2521,2784,32.38,2024-06-07
2522,1713,399.55,2024-04-07
2523,2405,56.04,2024-03-27
2524,1692,145.55,2024-04-17
2525,633,110.74,2024-11-07
2526,1916,183.23,2024-10-01
2527,2246,385.23,2024-04-22
2528,2205,475.59,2024-11-17
2529,1348,440.65,2024-11-17
2530,1234,422.17,2024-10-20
2531,1220,214.56,2024-02-08
2532,2318,402.89,2024-08-16
2533,62,390.8,2024-01-28
2534,498,131.29,2024-01-11
2535,738,138.57,2024-08-21
2536,2165,254.51,2024-04-02
2537,915,482.1,2024-01-21
2538,1437,62.87,2024-06-05
2539,2766,494.32,2024-04-02
2540,868,87.88,2024-02-11
2541,2349,247.95,2024-05-19
2542,2375,158.95,2024-01-02
2543,1564,215.68,2024-02-09
2544,1339,479.34,2024-04-11
2545,950,319.58,2024-11-14
2546,2781,155.78,2024-06-09
2547,522,317.93,2024-12-30
2548,1827,231.56,2024-09-22
2549,1028,472.25,2024-01-16
2550,2229,182.89,2024-09-20
2551,1109,296.39,2024-02-16
2552,2534,426.22,2024-06-22
2553,2580,479.83,2024-09-16
2554,1223,401.59,2024-04-01
2555,2759,468.41,2024-01-17
2556,96,237.25,2024-12-03
2557,790,384.61,2024-09-01
2558,89,56.38,2024-01-05
2559,2995,300.97,2024-03-12
2560,2971,16.62,2024-05-05
2561,1682,137.42,2024-06-29
2562,524,336.12,2024-01-05
2563,2076,94.07,2024-02-04
2564,2323,108.07,2024-01-23
2565,2603,40.24,2024-05-29
2566,465,376.22,2024-04-26
2567,99,229.49,2024-11-17
2568,655,445.1,2024-06-12
2569,453,187.51,2024-03-07
2570,292,223.28,2024-01-28
2571,1633,252.51,2024-08-23
2572,2019,431.85,2024-05-20
2573,1834,153.17,2024-07-19
2574,1918,35.27,2024-03-09
2575,301,317.32,2024-08-19
2576,2222,414.59,2024-10-12
2577,1210,282.57,2024-02-29
2578,30,167.03,2024-12-08
2579,251,318.93,2024-04-06
2580,2669,495.59,2024-11-28
2581,1464,291.28,2024-02-11
2582,344,164.46,2024-04-14
2583,2394,129.37,2024-10-30
2584,1686,499.13,2024-12-26
2585,1518,426.71,2024-07-22
2586,1121,146.95,2024-05-29
2587,2584,138.6,2024-09-04
2588,1349,403.8,2024-11-24
2589,2392,496.22,2024-04-04
2590,867,238.15,2024-02-19
2591,86,121.36,2024-07-09
2592,1185,122.87,2024-06-24
2593,1041,400.7,2024-11-17
2594,2292,306.46,2024-12-31
2595,1982,320.54,2024-02-05
2596,780,105.22,2024-10-11
2597,1822,73.93,2024-04-07
2598,1933,15.21,2024-06-23
2599,2054,458.45,2024-04-30
2600,381,183.94,2024-02-19
2601,779,381.41,2024-01-09
2602,124,443.38,2024-03-16
2603,1084,303.3,2024-03-25
2604,501,217.89,2024-01-05
2605,2058,28.95,2024-01-07
2606,971,175.19,2024-02-06
2607,2644,167.6,2024-09-02
2608,1450,287.51,2024-01-03
2609,1708,384.39,2024-05-22
2610,457,358.44,2024-03-23
2611,612,436.26,2024-09-15
2612,1807,32.95,2024-12-05
2613,727,306.45,2024-11-30
2614,2645,102.61,2024-04-11
2615,1575,486.54,2024-07-21
2616,1529,210.46,2024-01-04
2617,287,315.69,2024-06-11
2618,207,182.28,2024-11-19
2619,1948,117.89,2024-02-05
2620,550,347.06,2024-03-18
2621,2740,470.24,2024-06-20
2622,2959,39.15,2024-03-04
2623,2002,414.37,2024-07-13
2624,714,177.38,2024-01-20
2625,882,69.25,2024-11-23
2626,2648,359.5,2024-09-10
2627,3000,50.41,2024-07-03
2628,243,366.59,2024-09-12
2629,660,223.54,2024-02-24
2630,997,90.72,2024-09-26
2631,971,87.02,2024-05-08
2632,1541,376.62,2024-02-26
2633,651,415.86,2024-12-05
2634,2934,345.96,2024-01-14
2635,2151,363.21,2024-02-20
2636,1883,425.59,2024-12-13
2637,2818,219.99,2024-12-24
2638,1270,92.16,2024-02-27
2639,2196,194.86,2024-04-28
2640,819,489.85,2024-09-21
2641,670,229.76,2024-12-08
2642,1200,462.71,2024-02-17
2643,769,354.34,2024-04-13
2644,419,371.49,2024-07-18
2645,1946,103.2,2024-06-10
2646,2825,190.68,2024-01-02
2647,533,368.87,2024-01-24
2648,908,331.23,2024-03-14
2649,228,432.68,2024-10-31
2650,1061,112.9,2024-10-22
2651,1627,376.67,2024-09-07
2652,1351,29.33,2024-01-08
2653,178,156.9,2024-11-20
2654,2014,318.94,2024-03-07
2655,468,490.22,2024-08-12
2656,622,494.79,2024-02-21
2657,1896,225.18,2024-10-21
2658,2204,384.69,2024-03-11
2659,2308,304.24,2024-03-25
2660,2444,357.46,2024-08-17
2661,1603,368.65,2024-01-13
2662,2981,278.19,2024-03-29
2663,2308,408.83,2024-05-09
2664,271,296.4,2024-09-27
2665,412,59.3,2024-09-30
2666,393,494.71,2024-03-09
2667,2243,158.89,2024-12-11
2668,2415,482.45,2024-10-12
2669,894,153.38,2024-03-18
2670,594,428.04,2024-05-12
2671,2610,347.9,2024-07-10
2672,1102,184.87,2024-12-28
2673,2585,469.62,2024-09-20
2674,1831,295.74,2024-09-18
2675,2620,416.58,2024-03-30
2676,308,400.5,2024-07-14
2677,582,32.73,2024-11-09
2678,2714,141.74,2024-06-28
2679,560,241.39,2024-08-14
2680,2614,467.18,2024-10-09
2681,1907,40.61,2024-12-12
2682,1396,100.97,2024-06-20
2683,1138,316.02,2024-04-16
2684,277,329.82,2024-03-09
2685,462,90.35,2024-12-25
2686,2670,474.67,2024-05-18
2687,2039,96.65,2024-09-10
2688,2033,99.35,2024-02-12
2689,2063,321.42,2024-05-05
2690,42,216.52,2024-10-17
2691,20,22.75,2024-08-17
2692,1040,461.05,2024-11-05
2693,647,46.82,2024-11-01
2694,607,86.6,2024-07-07
2695,2141,449.58,2024-08-16
2696,2129,144.9,2024-04-24
2697,1938,410.66,2024-12-22
2698,1887,93.65,2024-06-02
2699,1522,33.61,2024-12-18
2700,658,125.02,2024-06-09
2701,2543,373.59,2024-05-30
2702,2074,334.67,2024-07-17
2703,1733,162.2,2024-09-28
2704,2704,320.41,2024-08-22
2705,1983,335.84,2024-01-28
2706,456,286.69,2024-05-19
2707,1101,468.41,2024-02-11
2708,314,398.87,2024-01-09
2709,352,409.83,2024-02-27
2710,2038,218.69,2024-12-30
2711,923,345.11,2024-11-27
2712,1225,99.84,2024-07-19
2713,2351,155.02,2024-05-26
2714,327,256.19,2024-06-12
2715,123,409.96,2024-11-28
2716,2226,175.1,2024-03-06
2717,1326,225.51,2024-12-25
2718,1032,479.1,2024-02-26
2719,2,149.21,2024-11-08
2720,1170,312.85,2024-04-17
2721,2596,59.27,2024-10-07
2722,1624,211.72,2024-05-20
2723,2679,171.74,2024-07-05
2724,2530,16.41,2024-09-25
2725,1066,296.75,2024-06-03
2726,1382,172.4,2024-08-16
2727,1675,133.32,2024-03-23
2728,2619,447.37,2024-12-07
2729,2740,122.51,2024-06-28
2730,1738,208.69,2024-05-24
2731,2269,475.22,2024-06-27
2732,2097,49.35,2024-01-02
2733,952,469.83,2024-05-19
2734,360,201.21,2024-08-12
2735,752,397.55,2024-06-04
2736,640,184.39,2024-08-07
2737,1866,213.62,2024-08-10
